vbs,vgs,irg,sqrt(irg)
-4,1.67E+00,3.79E-09,0.00006159064052
-4,1.68E+00,4.94E-09,0.00007031187666
-4,1.69E+00,6.44E-09,0.00008027202501
-4,1.70E+00,8.40E-09,0.0000916465384
-4,1.71E+00,1.09E-08,0.0001046357491
-4,1.72E+00,1.43E-08,0.0001194684477
-4,1.73E+00,1.86E-08,0.0001364057917
-4,1.74E+00,2.43E-08,0.0001557460433
-4,1.75E+00,3.16E-08,0.0001778295813
-4,1.76E+00,4.12E-08,0.0002030450935
-4,1.77E+00,5.37E-08,0.000231836149
-4,1.78E+00,7.01E-08,0.0002647090856
-4,1.79E+00,9.14E-08,0.0003022416252
-4,1.80E+00,1.19E-07,0.0003450930309
-4,1.81E+00,1.55E-07,0.0003940151012
-4,1.82E+00,2.02E-07,0.0004498654243
-4,1.83E+00,2.64E-07,0.0005136213586
-4,1.84E+00,3.44E-07,0.0005863963677
-4,1.85E+00,4.48E-07,0.0006694582138
-4,1.86E+00,5.84E-07,0.000764249174
-4,1.87E+00,7.73E-07,0.0008794195245
-4,1.88E+00,1.23E-06,0.001107730563
-4,1.89E+00,1.78E-06,0.001335791151
-4,1.90E+00,2.44E-06,0.001563600972
-4,1.91E+00,3.21E-06,0.001791161355
-4,1.92E+00,4.07E-06,0.00201847269
-4,1.93E+00,5.04E-06,0.002245535794
-4,1.94E+00,6.11E-06,0.002472351512
-4,1.95E+00,7.28E-06,0.002698920154
-4,1.96E+00,8.56E-06,0.002925242725
-4,1.97E+00,9.93E-06,0.003151319882
-4,1.98E+00,1.14E-05,0.003377152647
-4,1.99E+00,1.29E-05,0.003594792066
-4,2.00E+00,1.45E-05,0.003804799601
