vbs,vsg,irg,sqrt(irg)
-4,1.71E+00,1.78E-05,0.004213407172
-4,1.72E+00,1.87E-05,0.004325794725
-4,1.73E+00,1.97E-05,0.004437881251
-4,1.74E+00,2.07E-05,0.004549676912
-4,1.75E+00,2.17E-05,0.00466118869
-4,1.76E+00,2.28E-05,0.004772422865
-4,1.77E+00,2.38E-05,0.004883387144
-4,1.78E+00,2.49E-05,0.004994086503
-4,1.79E+00,2.61E-05,0.005104528382
-4,1.80E+00,2.72E-05,0.005214717634
-4,1.81E+00,2.84E-05,0.005324660553
-4,1.82E+00,2.95E-05,0.005434361968
-4,1.83E+00,3.07E-05,0.005543827198
-4,1.84E+00,3.20E-05,0.005653060233
-4,1.85E+00,3.32E-05,0.005762067337
-4,1.86E+00,3.45E-05,0.005870851727
-4,1.87E+00,3.58E-05,0.005979417196
-4,1.88E+00,3.71E-05,0.006087768885
-4,1.89E+00,3.84E-05,0.006195910748
-4,1.90E+00,3.97E-05,0.006303845652
-4,1.91E+00,4.11E-05,0.006411577809
-4,1.92E+00,4.25E-05,0.006519111136
-4,1.93E+00,4.39E-05,0.006626448521
-4,1.94E+00,4.53E-05,0.006733593394
-4,1.95E+00,4.68E-05,0.006840548224
-4,1.96E+00,4.83E-05,0.006947317468
-4,1.97E+00,4.98E-05,0.007053902466
-4,1.98E+00,5.13E-05,0.007160307256
-4,1.99E+00,5.28E-05,0.00726653425
-4,2.00E+00,5.44E-05,0.007372585707
